intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
800000,8.87E-05,0.027139875,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_016935485.1 Planctomycetes bacterium, ASM1693548v1",4e0804f5fe0c1347d4a0ec485d638115,0.167014614,130000,4739,7245700000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.64126763,0.918307874,0.779787752,0.918307874,FALSE,,177550,902120
800000,8.87E-05,0.020602219,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017305935.1 Rhizobiales bacterium, ASM1730593v1",96c70a7b7c7241d64088fc6e7e6ef151,0.126782884,130000,4740,7245570000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.64126763,0.906334687,0.773801158,0.906334687,FALSE,,177563,902120
910000,0.000100873,0.028508772,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017306545.1 Mesorhizobium sp., ASM1730654v1",c6d4fb452e32b2d1667cbd9816f6e95e,0.199561404,130000,4741,7245440000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.645213834,0.926126501,0.785670168,0.926126501,FALSE,,177576,902120
620000,6.87E-05,0.030373832,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017353825.1 Hyphomicrobiaceae bacterium, ASM1735382v1",4205e2a5fb2571dae8dc5dea7812e992,0.144859813,130000,4742,7245310000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.633531145,0.912105636,0.772818391,0.912105636,FALSE,,177589,902120
470000,5.21E-05,0.019908116,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017405115.1 Kiritimatiellae bacterium, ASM1740511v1",e2b09fdccf683cf8b16b71f4b6fe9f83,0.071975498,130000,4743,7245180000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.625229834,0.882226752,0.753728293,0.882226752,FALSE,,177602,902120
400000,4.43E-05,0.028953229,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017744655.1 Devosia sp., ASM1774465v1",bfa5c33e2dbc5941959980cd3fa7b5ec,0.08908686,130000,4744,7245050000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.62044681,0.891232728,0.755839769,0.891232728,FALSE,,177615,902120
710000,7.87E-05,0.034666667,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017853185.1 Mycolicibacterium sp., ASM1785318v1",a9d659c22a429d4309040c73abe29452,0.189333333,130000,4745,7244920000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.637633527,0.923809113,0.78072132,0.923809113,FALSE,,177628,902120
350000,3.88E-05,0.047445255,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017853685.1 Actinobacteria bacterium, ASM1785368v1",2dd4cd5b5f18ea0099720c4ce25e166f,0.127737226,130000,4746,7244790000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.61651413,0.9066584,0.761586265,0.9066584,FALSE,,177641,902120
460000,5.10E-05,0.037900875,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017859655.1 Proteobacteria bacterium, ASM1785965v1",5e11e47f2b87d06dcf2414884fce0b2e,0.134110787,130000,4747,7244660000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.62458986,0.908763034,0.766676447,0.908763034,FALSE,,177654,902120
340000,3.77E-05,0.019117647,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017881245.1 Proteobacteria bacterium, ASM1788124v1",88d1240a8aab10dd2f77236e05261e51,0.05,130000,4748,7244530000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.615663707,0.867054089,0.741358898,0.867054089,FALSE,,177667,902120
470000,5.21E-05,0.033766234,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017990495.1 Vicinamibacteria bacterium, ASM1799049v1",243ba93703c3b663cbf64fb1747907ee,0.122077922,130000,4749,7244400000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.625229834,0.904704041,0.764966937,0.904704041,FALSE,,177680,902120
510000,5.65E-05,0.037681159,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017990865.1 Xanthomonadaceae bacterium, ASM1799086v1",57f98f9797c64d2e05a10fb8c25497b9,0.147826087,130000,4750,7244270000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.627666357,0.912986461,0.770326409,0.912986461,FALSE,,177693,902120
560000,6.21E-05,0.024761905,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_017999985.1 Phycisphaerae bacterium, ASM1799998v1",135fd1b12d74e53918480d546aff6cf4,0.106666667,130000,4751,7244140000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.630467979,0.898908844,0.764688412,0.898908844,FALSE,,177706,902120
1040000,0.000115284,0.030952381,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_018268575.1 Actinobacteria bacterium, ASM1826857v1",2530e0cde5df05f49f91134bb3ae8c26,0.247619048,130000,4752,7244010000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.649329586,0.935691262,0.792510424,0.935691262,FALSE,,177719,902120
520000,5.76E-05,0.029545455,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_018449595.1 Rhizobiales bacterium dw_265 strain=dw_265, ASM1844959v1",7a8b3017beba9c4b3b4cf20d27a56a11,0.118181818,130000,4753,7243880000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.62824701,0.90330777,0.76577739,0.90330777,FALSE,,177732,902120
410000,4.54E-05,0.023897059,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_018814045.1 Planctomycetes bacterium, ASM1881404v1",cda798bac85882cc320b2026c26b4a17,0.075367647,130000,4754,7243750000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.621176785,0.88416357,0.752670178,0.88416357,FALSE,,177745,902120
470000,5.21E-05,0.033333333,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019237175.1 Alphaproteobacteria bacterium, ASM1923717v1",368fdac81aae63dbf066817001e8249a,0.120512821,130000,4755,7243620000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.625229834,0.904148318,0.764689076,0.904148318,FALSE,,177758,902120
690000,7.65E-05,0.037249284,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019240305.1 Solirubrobacterales bacterium, ASM1924030v1",f946d354ee713a2a5ef5819e6a0ac95d,0.197707736,130000,4756,7243490000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.63676653,0.925715035,0.781240782,0.925715035,FALSE,,177771,902120
390000,4.32E-05,0.024856597,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019307545.1 Deltaproteobacteria bacterium, ASM1930754v1",b05a3feb903bf02a6645f39814a7ed36,0.07456979,130000,4757,7243360000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.619699244,0.883715597,0.75170742,0.883715597,FALSE,,177784,902120
320000,3.55E-05,0.036931818,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019347945.1 Acidobacteria bacterium, ASM1934794v1",313b2e0a15e01ffcd7db395c19e884f8,0.090909091,130000,4758,7243230000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.613888918,0.892092467,0.752990693,0.892092467,FALSE,,177797,902120
960000,0.000106416,0.032338308,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019510305.1 Microbacterium sp., ASM1951030v1",0d43daef302a6e7b7aa5b176dd4644c1,0.23880597,130000,4759,7243100000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.64685934,0.934077915,0.790468627,0.934077915,FALSE,,177810,902120
410000,4.54E-05,0.025193798,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019634595.1 Akkermansiaceae bacterium, ASM1963459v1",3e90f48b78f984cd4882b63ad3614651,0.079457364,130000,4760,7242970000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.621176785,0.8863912,0.753783993,0.8863912,FALSE,,177823,902120
600000,6.65E-05,0.02826087,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019634695.1 Candidatus Sumerlaeia bacterium, ASM1963469v1",bcedf8d14598b611ee2277e9922c74fa,0.130434783,130000,4761,7242840000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.632542709,0.907561109,0.770051909,0.907561109,FALSE,,177836,902120
540000,5.99E-05,0.038922156,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019636675.1 Phycisphaeraceae bacterium, ASM1963667v1",b46fcadc456cabdeb87356a3bb0768ad,0.161676647,130000,4762,7242710000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.629377084,0.916888526,0.773132805,0.916888526,FALSE,,177849,902120
340000,3.77E-05,0.019005848,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019637685.1 Caldilineaceae bacterium, ASM1963768v1",e77dab5cc5d9e12d67a36af2b18672e8,0.049707602,130000,4763,7242580000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.615663707,0.866811962,0.741237834,0.866811962,FALSE,,177862,902120
560000,6.21E-05,0.02124183,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019695115.1 Caldilineales bacterium, ASM1969511v1",5fcc1046de7a19d5d72cc533d96b3a85,0.091503268,130000,4764,7242450000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.630467979,0.892369257,0.761418618,0.892369257,FALSE,,177875,902120
360000,3.99E-05,0.024482109,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019748195.1 Bryobacteraceae bacterium, ASM1974819v1",c9014250ffb1ec701b6badc2aa8f37b1,0.06779661,130000,4765,7242320000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.617341721,0.879717512,0.748529616,0.879717512,FALSE,,177888,902120
280000,3.10E-05,0.02504817,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020029545.1 Gammaproteobacteria bacterium, ASM2002954v1",356b9e2d50821f21a37f092eaec2b9d7,0.053949904,130000,4766,7242190000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.609997805,0.870199047,0.740098426,0.870199047,FALSE,,177901,902120
330000,3.66E-05,0.031400966,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020072845.1 Acidobacteriia bacterium, ASM2007284v1",34c834a2c19769de4b3716ea2ef0854e,0.079710145,130000,4767,7242060000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.61478912,0.886525279,0.750657199,0.886525279,FALSE,,177914,902120
700000,7.76E-05,0.022807018,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020179755.1 Herbaspirillum seropedicae strain=alder98, ASM2017975v1",313e919f91a30079b4c3b7d5bc14b1bf,0.122807018,130000,4768,7241930000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.637202978,0.904960608,0.771081793,0.904960608,FALSE,,177927,902120
360000,3.99E-05,0.034946237,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020200195.1 Acidobacteria bacterium, ASM2020019v1",18cc1d1b0fc51384f06b790503ce7a70,0.096774194,130000,4769,7241800000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.617341721,0.894752326,0.756047024,0.894752326,FALSE,,177940,902120
720000,7.98E-05,0.031784841,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020442045.1 Bauldia sp., ASM2044204v1",aaf0225be5b476856a9ce08f525f9349,0.17603912,130000,4770,7241670000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.63805834,0.920611993,0.779335166,0.920611993,FALSE,,177953,902120
250000,2.77E-05,0.024344569,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020628065.1 Acidimicrobiales bacterium, ASM2062806v1",eeb74aad451185d4320cd6652ee0b560,0.046816479,130000,4771,7241540000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.606714755,0.864342076,0.735528416,0.864342076,FALSE,,177966,902120
770000,8.54E-05,0.021594684,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020633075.1 Sandaracinaceae bacterium, ASM2063307v1",4ff9e42f77d99a562ca88df2bb038351,0.127906977,130000,4772,7241410000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.640101547,0.906715738,0.773408643,0.906715738,FALSE,,177979,902120
570000,6.32E-05,0.020967742,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020634815.1 Caldilineaceae bacterium, ASM2063481v1",2df9902a0e053c0ad0506c38b3fa73f9,0.091935484,130000,4773,7241280000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.630999585,0.892569527,0.761784556,0.892569527,FALSE,,177992,902120
200000,2.22E-05,0.013347023,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020638995.1 Planctomycetaceae bacterium, ASM2063899v1",28ac62929040d20e747b4de4175222cb,0.020533881,130000,4774,7241150000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.600302006,0.831077411,0.715689708,0.831077411,FALSE,,178005,902120
340000,3.77E-05,0.022491349,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020723345.1 Candidatus Aquidulcis sp., ASM2072334v1",c1f04898627f775a8186f567633f4321,0.058823529,130000,4775,7241020000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.615663707,0.87379025,0.744726978,0.87379025,FALSE,,178018,902120
330000,3.66E-05,0.02742616,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020723505.1 Candidatus Kuenenia stuttgartiensis, ASM2072350v1",68422085a25349a98109963a5bd0b4bc,0.069620253,130000,4776,7240890000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.61478912,0.880830149,0.747809634,0.880830149,FALSE,,178031,902120
670000,7.43E-05,0.031707317,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020832495.1 Acidimicrobiia bacterium, ASM2083249v1",aa538c997442f2b1e7af24f7a632be75,0.163414634,130000,4777,7240760000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.63587526,0.917355489,0.776615375,0.917355489,FALSE,,178044,902120
600000,6.65E-05,0.022071307,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020845455.1 Caldilineaceae bacterium, ASM2084545v1",21283b8c409434149577aa8170e2d432,0.101867572,130000,4778,7240630000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.632542709,0.896940464,0.764741587,0.896940464,FALSE,,178057,902120
660000,7.32E-05,0.036516854,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020847735.1 Candidatus Eisenbacteria bacterium, ASM2084773v1",b054c9e4fe160bf18b8252f4cfeba279,0.185393258,130000,4779,7240500000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.635420079,0.922884454,0.779152267,0.922884454,FALSE,,178070,902120
340000,3.77E-05,0.022452504,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020848635.1 Verrucomicrobia subdivision 3 bacterium, ASM2084863v1",428d03e095f4d3139aef2d14d61d3705,0.058721934,130000,4780,7240370000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.615663707,0.873718327,0.744691017,0.873718327,FALSE,,178083,902120
380000,4.21E-05,0.01810585,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_020849535.1 Candidatus Hydrogenedentes bacterium, ASM2084953v1",0ff93d1b1fc009b6a4084c70063244fc,0.052924791,130000,4781,7240240000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.618933195,0.869404461,0.744168828,0.869404461,FALSE,,178096,902120
330000,3.66E-05,0.039156627,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021324915.1 Beijerinckiaceae bacterium, ASM2132491v1",013da8a86ddfae9441a97ddf2ec5e163,0.09939759,130000,4782,7240110000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.61478912,0.89589269,0.755340905,0.89589269,FALSE,,178109,902120
360000,3.99E-05,0.037790698,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021414085.1 Actinomycetia bacterium, ASM2141408v1",efc86afd44ebb65c34541012fa04bb67,0.104651163,130000,4783,7239980000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.617341721,0.898092657,0.757717189,0.898092657,FALSE,,178122,902120
310000,3.44E-05,0.031553398,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021773365.1 Gammaproteobacteria bacterium, ASM2177336v1",b13c00a6e98ad0f3955fcacaafade9c1,0.075242718,130000,4784,7239850000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.612961516,0.884093726,0.748527621,0.884093726,FALSE,,178135,902120
490000,5.43E-05,0.019287834,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021791715.1 Planctomycetes bacterium, ASM2179171v1",01f696eb97845157686dc08a9bc03220,0.072700297,130000,4785,7239720000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.62647178,0.882647788,0.754559784,0.882647788,FALSE,,178148,902120
530000,5.88E-05,0.029279279,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021819435.1 Proteobacteria bacterium, ASM2181943v1",46d275ec1c049c8386392744a78dae7f,0.119369369,130000,4786,7239590000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.628817124,0.903737949,0.766277536,0.903737949,FALSE,,178161,902120
710000,7.87E-05,0.037356322,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_021847345.1 Proteobacteria bacterium, ASM2184734v1",8d62723da4cf7beaee9a9540196c99f5,0.204022989,130000,4787,7239460000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.637633527,0.927102125,0.782367826,0.927102125,FALSE,,178174,902120
510000,5.65E-05,0.021311475,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022071945.1 Thermoanaerobaculia bacterium, ASM2207194v1",1627663717949159e4a4f8adae9513fc,0.083606557,130000,4788,7239330000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.627666357,0.888542308,0.758104332,0.888542308,FALSE,,178187,902120
520000,5.76E-05,0.028824834,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022072505.1 Phycisphaerae bacterium, ASM2207250v1",2aca035a4a3282a354aba7ea47814e5e,0.115299335,130000,4789,7239200000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.62824701,0.90224625,0.76524663,0.90224625,FALSE,,178200,902120
280000,3.10E-05,0.01800554,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022615215.1 Blastocatellia bacterium, ASM2261521v1",5cbb2a3a0593e4a988819afa049cb4e5,0.038781163,130000,4790,7239070000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.609997805,0.856626427,0.733312116,0.856626427,FALSE,,178213,902120
310000,3.44E-05,0.01240458,1.44E-05,1.44E-05,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_022616415.1 candidate division KSB1 bacterium, ASM2261641v1",750a1b52e9a417a832790218042f41b2,0.029580153,130000,4791,7238940000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.612961516,0.845649693,0.729305605,0.845649693,FALSE,,178226,902120
